"Link URL","Anchor Text","Page URL","Page Title","Affiliate Tagged","Affiliate Tag Name","ASIN","Product Name","Product Availability"
"http://www.usaisr.amedd.army.mil/pdfs/TCCC_Guidelines_140602.pdf","https://www.itstactical.com/wp-content/uploads/2014/07/TCCC-Guidelines-update-june-2-2014.pdf","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"https://quikclot.com/QuikClot/Clinical-Evidence","Quikclot® - How Quikclot® Stops Bleeding Fast–The Clinical Evidence","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"https://quikclot.com/QuikClot/Solutions-for-Every-Situation/Military","Quikclot® - Military Hemostatic Agents For Clotting | Z-Medica","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"https://onlinelibrary.wiley.com/doi/full/10.1111/j.1553-2712.2007.00009.x","An alternative hemostatic dressing: comparison of CELOX, HemCon, and QuikClot","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4358424/","Topical and effective hemostatic medicines in the battlefield","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"https://www.aba-skills.com/docs/ehub/ReviewOfComabtGauze.pdf","An evidence-based review of the use of a combat gauze (QuikClot) for hemorrhage control.","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"https://www.hemophilia.org/Bleeding-Disorders/Types-of-Bleeding-Disorders/Hemophilia-A","Hemophilia A","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"http://www.celoxmedical.com/eur/eurfaq/","FAQ - Frequently Asked Questions About Celox","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding","Bleeding","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/quickclot-and-celox-the-best-hemostatic-agents#comment-form","Add new comment","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/comment/6#comment-6","Invalid reference 6","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/comment/reply/152/6","reply","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/comment/7#comment-7","Reference 6","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/comment/reply/152/7","reply","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/what-is-and-how-to-use-israeli-bandage","<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/field/image/what-is-and-how-to-use-an-israeli-bandage.jpg?itok=mzKzqcSl"" width=""206"" height=""115"" alt=""What is an Israeli Bandage and How to Use It"" title=""What is an Israeli Bandage and How to Use It"" />","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/what-is-and-how-to-use-israeli-bandage","The Best Ways to Apply an Israeli Bandage","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/cat-tourniquet-vs-soft-t-tourniquet","<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/field/image/cat-tourniquet-and-soft-t-tourniquet.jpg?itok=qUA5YEmO"" width=""206"" height=""115"" alt=""CAT Tourniquet vs SOFT T Wide Tourniquet"" title=""CAT Tourniquet vs SOFT T Wide Tourniquet"" />","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/cat-tourniquet-vs-soft-t-tourniquet","SOFT T Tourniquet vs CAT Tourniquet","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/how-to-use-rats-tourniquets-or-rapid-application-tourniquet-system","<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/field/image/rats-tourniquet-rapid-application-system.jpg?itok=opW8nlIh"" width=""206"" height=""115"" alt=""Ratts tourniquet to stop bleeding"" />","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/how-to-use-rats-tourniquets-or-rapid-application-tourniquet-system","RATS Tourniquet: Rapid Application Tourniquet System","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/3m-vetbond-surgical-skin-glue-for-cuts","<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/field/image/vetbond-super-skin-glue-and-tissue-adhesive-for-sale.jpg?itok=EpAT_rD8"" width=""206"" height=""115"" alt=""Vetbond: Surgical Skin Glue for Emergency Stitches"" title=""Vetbond: Surgical Skin Glue for Emergency Stitches"" />","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/3m-vetbond-surgical-skin-glue-for-cuts","How to Use Vetbond Tissue Adhesive","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/how-to-use-cyanoacrylate-surgical-skin-glues","<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/field/image/dermabond-vetbond-surgi-lock-gluture-surgical-skin-glues-for-sale.jpg?itok=qKYXxSwP"" width=""206"" height=""115"" alt=""Cyanoacrylate Surgical Skin Glue for First Aid"" title=""Dermabond, Vetbond, Surgi-Lock, and GLUture Surgical Skin Glue"" />","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/how-to-use-cyanoacrylate-surgical-skin-glues","How to Use Cyanoacrylate Surgical Skin Glues for First Aid","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/dermabond-advanced-surgical-glue-for-skin-and-tissue-adhesive","<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/field/image/dermabond-advanced-surgical-glue-for-skin-for-sale.jpg?itok=IgJh6kpB"" width=""206"" height=""115"" alt=""Dermabond: Surgical Skin Glue for Emergency Stitches"" title=""Dermabond: Surgical Skin Glue for Emergency Stitches"" />","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/dermabond-advanced-surgical-glue-for-skin-and-tissue-adhesive","How to Use Dermabond Surgical Skin Glue","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/field/image/what-is-and-how-to-use-a-chest-seal-or-occlusive-dressing_0.jpg?itok=zM31pegM"" width=""206"" height=""115"" alt=""How Chest Seals/Occlusive Dressings Can Save Your Life"" title=""How Chest Seals/Occlusive Dressings Can Save Your Life"" />","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","Chest Seals vs Occlusive Dressings: What's the Difference?","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/how-to-stop-a-cut-from-bleeding-using-soft-t-tourniquet-israeli-bandage-dermabond-and-more","<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/field/image/how-to-stop-a-cut-from-bleeding-with-first-aid.jpg?itok=R-RgDypx"" width=""206"" height=""115"" alt=""How to stop a cut from bleeding"" title=""How to stop a cut from bleeding"" />","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/how-to-stop-a-cut-from-bleeding-using-soft-t-tourniquet-israeli-bandage-dermabond-and-more","How to Stop Bleeding","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/gluture-surgical-skin-glue-combines-dermabond-and-vetbond","<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/field/image/gluture-surgical-skin-glue-and-topical-tissue-adhesive.jpg?itok=ZBZPgxFa"" width=""206"" height=""115"" alt=""Gluture cyanoacrylate surgical glue"" title=""Gluture cyanoacrylate surgical glue"" />","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/gluture-surgical-skin-glue-combines-dermabond-and-vetbond","GLUture Skin Glue – Combining Dermabond with Vetbond Surgical Glue","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"//insidefirstaid.com/bleeding","Bleeding","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"//insidefirstaid.com/burns","Burns","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"//insidefirstaid.com/cardiac-arrest","Cardiac Arrest","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"//insidefirstaid.com/diagnosis","Diagnosis","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"//insidefirstaid.com/first-aid-kit","First Aid Kit","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"//insidefirstaid.com/first-responder-equipment","First Responder Equipment","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"//insidefirstaid.com/long-term-wound-care","Long Term Wound Care","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"//insidefirstaid.com/mobility-products","Mobility Products","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"//insidefirstaid.com/prevention","Prevention","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/what-is-and-how-to-use-israeli-bandage","<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/what-is-and-how-to-use-an-israeli-bandage.jpg?itok=BMXk6b40"" width=""120"" height=""80"" alt=""What is an Israeli Bandage and How to Use It"" title=""What is an Israeli Bandage and How to Use It"" />","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/what-is-and-how-to-use-israeli-bandage","The Best Ways to Apply an Israeli Bandage","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/dermabond-advanced-surgical-glue-for-skin-and-tissue-adhesive","<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/dermabond-advanced-surgical-glue-for-skin-for-sale.jpg?itok=Lu-ZFpxj"" width=""120"" height=""80"" alt=""Dermabond: Surgical Skin Glue for Emergency Stitches"" title=""Dermabond: Surgical Skin Glue for Emergency Stitches"" />","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/dermabond-advanced-surgical-glue-for-skin-and-tissue-adhesive","How to Use Dermabond Surgical Skin Glue","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/what-is-and-how-to-use-a-chest-seal-or-occlusive-dressing_0.jpg?itok=hLWApxJI"" width=""120"" height=""80"" alt=""How Chest Seals/Occlusive Dressings Can Save Your Life"" title=""How Chest Seals/Occlusive Dressings Can Save Your Life"" />","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","Chest Seals vs Occlusive Dressings: What's the Difference?","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/cat-tourniquet-vs-soft-t-tourniquet","<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/cat-tourniquet-and-soft-t-tourniquet.jpg?itok=6vvo4DAz"" width=""120"" height=""80"" alt=""CAT Tourniquet vs SOFT T Wide Tourniquet"" title=""CAT Tourniquet vs SOFT T Wide Tourniquet"" />","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/cat-tourniquet-vs-soft-t-tourniquet","SOFT T Tourniquet vs CAT Tourniquet","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/how-to-use-rats-tourniquets-or-rapid-application-tourniquet-system","<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/rats-tourniquet-rapid-application-system.jpg?itok=p0xfJjLs"" width=""120"" height=""80"" alt=""Ratts tourniquet to stop bleeding"" />","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/how-to-use-rats-tourniquets-or-rapid-application-tourniquet-system","RATS Tourniquet: Rapid Application Tourniquet System","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/3m-vetbond-surgical-skin-glue-for-cuts","<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/vetbond-super-skin-glue-and-tissue-adhesive-for-sale.jpg?itok=wm_Vt1tt"" width=""120"" height=""80"" alt=""Vetbond: Surgical Skin Glue for Emergency Stitches"" title=""Vetbond: Surgical Skin Glue for Emergency Stitches"" />","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/3m-vetbond-surgical-skin-glue-for-cuts","How to Use Vetbond Tissue Adhesive","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/how-to-use-cyanoacrylate-surgical-skin-glues","<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/dermabond-vetbond-surgi-lock-gluture-surgical-skin-glues-for-sale.jpg?itok=CNA5WM6N"" width=""120"" height=""80"" alt=""Cyanoacrylate Surgical Skin Glue for First Aid"" title=""Dermabond, Vetbond, Surgi-Lock, and GLUture Surgical Skin Glue"" />","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/how-to-use-cyanoacrylate-surgical-skin-glues","How to Use Cyanoacrylate Surgical Skin Glues for First Aid","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/how-to-stop-a-cut-from-bleeding-using-soft-t-tourniquet-israeli-bandage-dermabond-and-more","<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/how-to-stop-a-cut-from-bleeding-with-first-aid.jpg?itok=gNJO7gwM"" width=""120"" height=""80"" alt=""How to stop a cut from bleeding"" title=""How to stop a cut from bleeding"" />","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/how-to-stop-a-cut-from-bleeding-using-soft-t-tourniquet-israeli-bandage-dermabond-and-more","How to Stop Bleeding","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/gluture-surgical-skin-glue-combines-dermabond-and-vetbond","<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/gluture-surgical-skin-glue-and-topical-tissue-adhesive.jpg?itok=u7dplzcl"" width=""120"" height=""80"" alt=""Gluture cyanoacrylate surgical glue"" title=""Gluture cyanoacrylate surgical glue"" />","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/gluture-surgical-skin-glue-combines-dermabond-and-vetbond","GLUture Skin Glue – Combining Dermabond with Vetbond Surgical Glue","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/surgi-lock-2oc-instant-tissue-adhesive-for-wounds","<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/surgi-lock-2oc-instant-tissue-adhesive.jpg?itok=QfZEQRxI"" width=""120"" height=""80"" alt=""Surgi-lock 2oc - A Dermabond Surgical Glue Equivalent"" title=""Surgi-lock 2oc - A Dermabond Surgical Glue Equivalent"" />","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/surgi-lock-2oc-instant-tissue-adhesive-for-wounds","Surgi-Lock 2oc - A Dermabond Equivalent","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/the-best-cat-and-soft-t-wide-tourniquet-holders-for-sale","<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/cat-tourniquet-holder-for-sale.jpg?itok=VxgG2wTB"" width=""120"" height=""80"" alt=""Soft t wide and cat tourniquet holder"" />","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"/bleeding/the-best-cat-and-soft-t-wide-tourniquet-holders-for-sale","The 3 Most Recommended Tourniquet Holders","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"//insidefirstaid.com/about-us","Peter Oldani","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"https://www.quora.com/profile/Peter-Oldani","Quora","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"https://www.linkedin.com/in/peter-oldani-inside-first-aid/","Linkedin","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"//insidefirstaid.com/about-us","here","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"//insidefirstaid.com/","","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"//insidefirstaid.com/about-us","About Inside First Aid","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"//insidefirstaid.com/scholarship","Scholarship Program","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"http://eepurl.com/ct63V1","Newsletter","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"//insidefirstaid.com/privacy-policy","Privacy Policy","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"//insidefirstaid.com/sitemap.xml","Sitemap","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"mailto:insidefirstaid@gmail.com","insidefirstaid@gmail.com","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"https://www.facebook.com/insidefirstaid","Facebook","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"https://www.pinterest.com/insidefirstaid/","Pinterest","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"https://plus.google.com/u/0/b/106491114274414776311/+Insidefirstaid","Google+","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"https://www.instagram.com/insidefirstaid/","Instagram","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"https://insidefirstaid.tumblr.com","Tumblr","https://insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Agents: Quickclot vs Celox vs XGauze | Inside First Aid",,,,,
"//insidefirstaid.com/","","https://insidefirstaid.com/first-aid-kit/how-to-create-your-personal-first-aid-kit","How to Create a First Aid Kit for Most Scenarios | Inside First Aid",,,,,
"https://insidefirstaid.com/","Home","https://insidefirstaid.com/first-aid-kit/how-to-create-your-personal-first-aid-kit","How to Create a First Aid Kit for Most Scenarios | Inside First Aid",,,,,
"https://insidefirstaid.com/first-aid-kit","First Aid Kit","https://insidefirstaid.com/first-aid-kit/how-to-create-your-personal-first-aid-kit","How to Create a First Aid Kit for Most Scenarios | Inside First Aid",,,,,
"https://insidefirstaid.com/about-us","Peter Oldani","https://insidefirstaid.com/first-aid-kit/how-to-create-your-personal-first-aid-kit","How to Create a First Aid Kit for Most Scenarios | Inside First Aid",,,,,
"//insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic Gauze","https://insidefirstaid.com/first-aid-kit/how-to-create-your-personal-first-aid-kit","How to Create a First Aid Kit for Most Scenarios | Inside First Aid",,,,,
"//insidefirstaid.com/bleeding/how-to-stop-a-cut-from-bleeding-using-soft-t-tourniquet-israeli-bandage-dermabond-and-more","stopping bleeding","https://insidefirstaid.com/first-aid-kit/how-to-create-your-personal-first-aid-kit","How to Create a First Aid Kit for Most Scenarios | Inside First Aid",,,,,
"//insidefirstaid.com/bleeding/what-is-and-how-to-use-israeli-bandage","Israeli bandage","https://insidefirstaid.com/first-aid-kit/how-to-create-your-personal-first-aid-kit","How to Create a First Aid Kit for Most Scenarios | Inside First Aid",,,,,
"//insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","Chest seal/Occlusive dressing","https://insidefirstaid.com/first-aid-kit/how-to-create-your-personal-first-aid-kit","How to Create a First Aid Kit for Most Scenarios | Inside First Aid",,,,,
